perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,home_perches_identified,identifier
162.43333333333334,102.0,194.56666666666666,7.966666666666667,33.266666666666666,5.766666666666667,33.0,1.2666666666666666,125.0,416.53,58.97,593.47,7.03,7.066666666666666,,0,354,0,CAGE_220520_HA70339_exploration_IB
