perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,identifier
0.0,0.0,0.0,0.0,0.0,538.6666666666666,135.3,5.2,597.87,1.77,1.0,538.67,61.97,62.0,,5,6,HE21365_110721_21NB23_exploration_IB
