perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,home_perches_identified,identifier
1.5333333333333334,124.96666666666667,9.033333333333333,235.96666666666667,39.63333333333333,114.36666666666666,4.866666666666666,0.0,96.07,504.27,0.0,413.63,186.7,116.36666666666666,268.9,16,27,1,CAGE_030720_HA70345_exploration_IB
