perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,home_perches_identified,identifier
8.0,281.26666666666665,311.23333333333335,0.0,0.0,601.1666666666666,0.23333333333333334,0.0,588.67,12.5,0.0,601.17,0.0,0.03333333333333333,,0,4,1,HE21355_090721_21NB21_exploration_IB
