perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,home_perches_identified,identifier
0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,85.1,62.3,453.33,0.0,600.73,,,2,0,0,CAGE_200520_HA70335_exploration_IB
