perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,home_perches_identified,identifier
175.2,56.96666666666667,107.4,6.066666666666666,18.233333333333334,27.5,83.56666666666666,2.7666666666666666,349.0,213.47,38.03,482.4,118.1,118.13333333333334,,29,242,0,CAGE_220520_HB45009_exploration_IB
