perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,home_perches_identified,identifier
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.7,0.0,0.0,0.0,599.7,,,0,0,1,CAGE_030720_HA70344_exploration_IB
