perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,home_perches_identified,identifier
0.0,0.0,0.0,0.0,0.0,0.0,294.6666666666667,0.0,595.93,4.67,0.0,0.0,600.6,,,444,0,1,CAGE_250520_HA70341_exploration_IB
