perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,home_perches_identified,identifier
0.0,8.866666666666667,0.3,76.13333333333334,172.53333333333333,388.3666666666667,0.0,0.4666666666666667,42.73,553.83,4.43,388.37,212.63,0.03333333333333333,12.333333333333334,0,93,0,CAGE_200520_HA70336_exploration_IB
