perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,top,middle,bottom,T_new,T_home,latency,back_home,move_home,movements,home_perches_identified,identifier
72.73333333333333,140.5,23.666666666666668,95.93333333333334,4.833333333333333,82.53333333333333,2.1333333333333333,0.0,343.8,256.27,0.0,339.33,260.73,158.53333333333333,199.06666666666666,15,45,1,CAGE_100720_HA70355_exploration_IB
