VIDEO TITLE,year,X PERCH1,X PERCH2,X PERCH3,X PERCH4,X PERCH5,X PERCH6,X PERCH7,X PERCH8,perch1P,perch2P,perch3P,perch4P,perch5P, perch6P, perch7P, perch8P, perch1M, perch2M, perch3M, perch4M, perch5M, perch6M, perch7M, perch8M
HE21338_290621_21EK19_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21339_290621_21EK19_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21340_290621_Smedjeviken_SW_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21341_300621_21EK21_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21342_010721_21OW2_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21343_010721_21OW2_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21344_010721_21JJ26_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21345_010721_21JJ26_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21346_010721_KaitalahtiN_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21347_010721_21OW3_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21353_050721_21KR44_acclimation_IB,2021,1021,957,805,688,576,404,335,129,1071,1007,855,738,626,454,385,179,971,907,755,638,526,354,285,79
HE21348_020721_21KR20_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21349_020721_21OW5_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21350_020721_21OW5_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21351_030721_21EK25_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21354_050721_21KR44_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21355_090721_21NB21_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21357_090721_Smedjeviken_BT_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21359_100721_21OW7_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21360_100721_21OW8_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21361_100721_21OW8_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21362_100721_21JJ32_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21363_100721_21JJ32_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21364_110721_21NB25_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21365_110721_21NB23_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21366_120721_Natholmen_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21368_140721_Kodderviken_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21370_150721_21OW10_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
K1032348_070721_21NB28_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
SWHE21335_140721_KoddervikenPuhdistamo_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
SWHE21358_090721_Smedjeviken_BT_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
SWHE21367_120721_Natholmen_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21352_030721_21EK25_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21359_100721_21OW7_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010721_HA70377_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010721_HA70378_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010721_HA70380_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_020721_HA70381_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_030720_HA70344_extra-exploration_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060721_HA70348_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_080720_HA70346_extra-exploration_IB,2020,1060,969,850,NA,631,455,416,198,1110,1019,900,#ARVO!,681,505,466,248,1010,919,800,#ARVO!,581,405,366,148
CAGE_060721_HA70373_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060721_HA70386_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_070721_HA70389_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_070721_HA70391_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_090720_7894357_extra-exploration_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_090720_HA70348_extra-exploration_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_120621_HA70356_extra-exploration_IB,2021,1075,1020,NA,751,637,482,404,207,1125,1070,#ARVO!,801,687,532,454,257,1025,970,#ARVO!,701,587,432,354,157
CAGE_090721_HB11638_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_100720_HA70352_extra-exploration_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_100720_HA70354_extra-exploration_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_120621_15582308_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_130721_HA70395_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_150721_HA70356_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_150721_HA70398_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_200721_HA70399_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_200721_HA70399_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_210621_HA70361_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_230621_HA70362_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HA70365_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HA70367_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HA70369_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HB33264_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_250520_HA70341_extra-exploration_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_250520_HA70342_extra-exploration_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_280621_HA70370_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_280621_HA70371_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HB45020_010721_21OW3_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21001_08062021_21EK4_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21303_090621_21KR3_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21305_100621_21KR8_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21307_130621_21EK2_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21308_130621_21EK2_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21320_210621_21JJ15_extra-exploration_IB,2021,1083,1002,864,NA,628,448,398,185,1133,1052,914,#ARVO!,678,498,448,235,1033,952,814,#ARVO!,578,398,348,135
HE21311_140621_21OW1_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21313_160621_21JJ6_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21316_180621_21EK11_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21319_210621_21JJ15_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21321_220621_21JJ8_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21322_220621_21JJ10_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21329_240621_21EK24_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21331_250621_21DT5_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21334_270621_21NB12SW_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21337_280621_21NB7_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21338_290621_21EK19_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21339_290621_21EK19_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21361_100721_21OW8_extra-exploration_IB,2021,1010,944,798,696,590,429,363,166,1060,994,848,746,640,479,413,216,960,894,748,646,540,379,313,116
