perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,d,hops_home,hops_expl
1.1666666666666667,0.06666666666666667,0.16666666666666666,0.0,0.0,1.6333333333333333,0.2,0.0,489.1177449338501,0,2
