perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,d,hops_home,hops_expl
0.0,3.7,97.86666666666666,0.06666666666666667,128.63333333333333,230.93333333333334,0.5666666666666667,0.0,5981.567926192274,2,19
