perch1,perch2,perch3,perch4,perch5,5perches,fence,ground,d,hops_home,hops_expl
8.133333333333333,444.56666666666666,147.93333333333334,0.0,0.0,601.1333333333333,0.23333333333333334,0.0,9246.432498083253,0,35
